Name	Name	PrimPrimEnd2	PrimPrimEnd1	PrimPrimAny
12289	14419	0.00	-1.06	-5.68
12289	14420	0.00	-1.06	-5.68
12289	14422	0.00	-1.06	-5.68
12289	12824	0.00	-2.38	-3.98
12289	111	0.00	-2.38	-6.75
12289	112	0.00	-2.38	-5.64
12289	116	-0.79	-2.38	-5.71
12289	12405	0.00	-5.87	-5.87
12289	119	0.00	-2.38	-5.71
12289	122	-1.59	-1.88	-5.71
12289	123	-1.08	-1.88	-5.71
12289	3434	-1.21	-2.38	-3.65
12289	126	-1.59	-1.88	-5.71
12289	127	-1.59	-1.88	-5.71
12289	129	-1.21	-3.04	-5.71
12289	4232	0.00	-2.38	-6.02
12289	13341	-1.21	-5.22	-5.68
12289	14736	-1.35	-1.35	-5.23
12289	16577	-1.59	-2.00	-5.82
12289	2250	-1.59	-2.00	-4.24
12289	2251	-1.08	-2.00	-4.24
12289	15399	0.00	-2.55	-3.89
12289	2310	-1.59	-2.38	-4.81
12289	2311	-1.59	-2.38	-3.88
12289	18967	0.00	-2.00	-3.55
12289	13357	-1.21	-5.22	-5.68
12289	2321	-1.59	-1.88	-3.55
12289	2324	0.00	-1.88	-3.55
12289	2325	0.00	-1.88	-3.55
12289	310	0.00	0.00	-7.85
12289	311	0.00	0.00	-7.85
12289	312	0.00	0.00	-7.85
12289	315	0.00	0.00	-7.85
12289	316	0.00	0.00	-7.85
12289	14682	-1.35	-1.35	-3.85
12289	16731	0.00	-2.66	-6.10
12289	16732	0.00	-2.66	-7.01
12289	16733	0.00	-2.66	-7.01
12289	16734	0.00	-4.69	-7.01
12289	14687	-1.08	-2.00	-5.64
12289	4448	-1.59	-4.74	-4.74
12289	4449	-1.59	-4.74	-4.74
12289	4451	0.00	-3.73	-4.32
12289	2422	0.00	-2.38	-5.06
12289	2423	0.00	-1.16	-5.06
12289	3354	-1.59	-2.83	-4.61
12289	384	0.00	-3.21	-8.22
12289	387	-1.35	-3.21	-6.34
12289	8580	0.00	-2.00	-4.74
12289	8581	-1.59	-2.00	-4.74
12289	8582	-1.59	-2.00	-4.74
12289	8583	-1.59	-2.00	-4.74
12289	16780	-1.59	-2.38	-3.55
12289	16783	0.00	-2.38	-4.08
12289	400	-1.08	-1.08	-3.85
12289	4497	0.00	-2.00	-6.75
12289	404	0.00	-1.88	-3.61
12289	405	0.00	-1.88	-3.61
12289	4506	-1.21	-2.00	-5.75
12289	16795	-1.21	-1.21	-3.35
12289	4508	0.00	-2.00	-5.75
12289	14751	0.00	0.00	-5.23
12289	417	0.00	-1.88	-4.08
12289	16802	-1.59	-1.59	-3.35
12289	12707	0.00	-2.66	-3.55
12289	16805	0.00	-1.36	-3.35
12289	16806	0.00	-4.11	-4.11
12289	2471	-1.59	-2.14	-4.55
12289	4521	0.00	-2.00	-4.16
12289	4522	-1.83	-2.00	-5.51
12289	4523	-1.83	-2.00	-5.51
12289	2480	-1.21	-2.38	-4.11
12289	2481	-1.21	-2.38	-4.11
12289	2483	0.00	-2.38	-4.50
12289	2484	0.00	-2.38	-4.50
12289	4534	-1.21	-3.40	-5.84
12289	4535	-1.21	-3.40	-5.84
12289	4536	-1.08	-3.40	-5.24
12289	14753	0.00	-4.39	-5.23
12289	2504	-1.21	-2.14	-5.23
12289	2505	-1.21	-2.14	-5.23
12289	2514	0.00	-0.69	-5.23
12289	12758	-1.59	-2.35	-4.61
12289	12760	0.00	-2.35	-4.61
12289	474	0.00	-2.55	-3.19
12289	475	0.00	-2.55	-3.19
12289	476	-0.48	-2.55	-3.19
12289	477	-0.48	-2.55	-3.19
12289	18910	-1.59	-2.00	-5.89
12289	18914	0.00	-2.00	-5.89
12289	483	0.00	-2.55	-4.78
12289	18916	-1.21	-1.88	-5.89
12289	18917	-1.21	-1.88	-5.89
12289	486	0.00	-2.55	-5.25
12289	12775	-1.21	-2.38	-4.61
12289	12777	-1.21	-2.38	-4.61
12289	12778	-1.21	-2.38	-4.61
12289	16875	-1.08	-2.00	-10.03
12289	16876	-1.59	-2.00	-10.03
12289	16877	-1.59	-2.00	-10.03
12289	4606	0.00	-1.10	-4.61
12289	4607	-0.07	-1.10	-4.61
12289	14850	-1.35	-2.38	-3.09
12289	14854	0.00	-2.38	-3.58
12289	18964	0.00	-2.00	-3.69
12289	12822	-1.68	-2.38	-3.98
12289	5209	-3.53	-3.53	-3.93
12289	18968	0.00	-2.00	-3.55
12289	18969	0.00	-2.00	-3.55
12289	12826	-1.59	-2.38	-3.98
12289	12829	-1.59	-2.38	-3.98
12289	4529	0.00	-3.40	-4.99
12289	563	0.00	-2.81	-3.79
12289	566	0.00	-2.81	-3.55
12289	18909	-1.59	-2.00	-5.89
12289	577	-1.59	-2.55	-3.55
12289	579	-1.08	-2.55	-3.55
12289	580	-1.08	-2.55	-3.55
12289	4688	0.00	-2.17	-6.57
12289	4689	0.00	-2.17	-6.57
12289	16983	-1.21	-2.38	-4.26
12289	16985	-1.21	-2.38	-4.26
12289	16986	-1.21	-2.38	-4.26
12289	12899	-1.08	-3.92	-4.24
12289	12903	-2.87	-3.92	-4.24
12289	12907	-3.41	-3.41	-4.34
12289	19056	-1.59	-4.11	-4.95
12289	12913	-1.21	-2.38	-4.34
